OID_,PEDON_ID,DRAINAGE,PM1_MD_DEP,PM1_PHYS,PM1_LIT_MD,PM1_CHEM,PM1_WEATHR,PM2_MD_DEP,PM2_PHYS,PM2_LIT_MD,PM2_CHEM,PM2_WEATHR,HUMUS_FORM,TABLE_KIND,TABLE_DPTH,ROCK_DPTH,CACO3_DPTH
2526,0065202,poorly drained,organic, ,organic material - forest peat, , , , ,organic material - fen peat, , , , , , , 
2527,0065203,poorly drained,lacustrine,fine loamy and fine silty,sedementary - shale, ,unspecified, , , , , , , , , , 
2528,0065205,moderately well drained,residual,fine loamy and fine silty,sedementary - shale,extremely to strongly acidic,unspecified, , , , , , , , , , 
2529,0065206,poorly drained,organic, ,organic material - forest peat, , , , , , , , , , , , 
2530,0065207,very rapidly drained,fluvial,sandy,sedementary - siltstone and mudstone,extremely to strongly acidic,unspecified, , , , , , , , , , 
2531,0065209,imperfectly drained,lacustrine,coarse loamy and coarse silty,sedementary - shale,moderately acidic to neutral,unspecified, , , , , , , , , , 
2532,0065210,poorly drained,fluvial,fine loamy and fine silty,sedementary - siltstone and mudstone,moderately acidic to neutral,unspecified, , , , , , , , , , 
2533,0065212,imperfectly drained,fluvial,fine loamy and fine silty,sedementary - unspecified type,weakly calcareous, , , , , , , , , , , 
2534,0065213,imperfectly drained,marine,fine loamy and fine silty,sedementary - siltstone and mudstone,moderately acidic to neutral, , , , , , , , , , , 
2535,0065214,imperfectly drained,marine,clayey,sedementary - siltstone and mudstone,moderately acidic to neutral,unspecified, , , , , , , , , , 
2536,0065215,imperfectly drained,marine,clayey,sedementary - siltstone and mudstone,moderately acidic to neutral,unspecified, , , , , , , , , , 
2537,0065216,very rapidly drained,fluvial,sandy,undifferentiated,moderately acidic to neutral,unspecified, , , , , , , , , , 
2538,0065217,imperfectly drained,lacustrine,fine loamy and fine silty,sedementary - siltstone and mudstone,undifferentiated,unspecified, , , , , , , , , , 
2539,0065219,well drained,morainal till,skeletal,igneous - unspecified type,extremely to strongly acidic,unspecified, , , , , , , , , , 
2540,0065220,imperfectly drained,fluvio-marine,skeletal,sedementary - siltstone and mudstone,extremely to strongly acidic,unspecified, , , , , , , , , , 
2541,0065221,very rapidly drained,fluvial,skeletal,gneiss,extremely to strongly acidic,unspecified, , , , , , , , , , 
2542,0065223,imperfectly drained,morainal till,coarse loamy and coarse silty,sedementary - siltstone and mudstone,weakly calcareous,unspecified, , , , , , , , , , 
2543,0065224,poorly drained,fluvio-marine,coarse loamy and coarse silty,sedementary - siltstone and mudstone,moderately acidic to neutral,unspecified, , , , , , , , , , 
2544,0065225,very poorly drained,fluvial,fine loamy and fine silty,sedementary - limestone, ,unspecified, , , , , , , , , , 
2545,0065227,moderately well drained,marine,clayey,sedementary - siltstone and mudstone,weakly calcareous,unspecified, , , , , , , , , , 
2546,0065229,very rapidly drained,morainal till,skeletal,mixed,moderately acidic to neutral,unspecified, , , , , , , , , , 
2547,0065230,well drained,morainal till,skeletal,sedementary - limestone,weakly calcareous,unspecified, , , , , , , , , , 
2548,0065231,very rapidly drained,glacio-fluvial,skeletal,sedementary - siltstone and mudstone,moderately acidic to neutral,unspecified, , , , , , , , , , 
2549,0065233,imperfectly drained,marine,coarse loamy and coarse silty,sedementary - siltstone and mudstone,moderately acidic to neutral,unspecified, , , , , , , , , , 
2550,0065236,poorly drained,fluvio-marine,sandy,sedementary - siltstone and mudstone,extremely to strongly acidic,unspecified, , , , , , , , , , 
2551,0065238,very rapidly drained,fluvial,sandy,sedementary - siltstone and mudstone,extremely to strongly acidic,unspecified, , , , , , , , , , 
2552,0065239,poorly drained,lacustrine,fine loamy and fine silty,sedementary - limestone,weakly calcareous,unspecified, , , , , , , , , , 
2553,0065240,imperfectly drained,fluvio-marine,sandy,sedementary - unspecified type,extremely to strongly acidic, , , , , , , , , , , 
2554,0065242,imperfectly drained,fluvial,coarse loamy and coarse silty,sedementary - shale,moderately acidic to neutral,unspecified, , , , , , , , , , 
2555,0065243,well drained,fluvio-lacustrine,coarse loamy and coarse silty,sedementary - siltstone and mudstone,moderately acidic to neutral,unspecified, , , , , , , , , , 
2556,0065244,moderately well drained,residual,fine loamy and fine silty,sedementary - shale,extremely to strongly acidic,unspecified, , , , , , , , , , 
2557,0065245,imperfectly drained,fluvio-marine,sandy,sedementary - siltstone and mudstone,moderately acidic to neutral,unspecified, , , , , , , , , , 
2558,0065246,very poorly drained,fluvial,fine loamy and fine silty,sedementary - limestone, ,unspecified, , , , , , , , , , 
2559,0065247,imperfectly drained,morainal till,coarse loamy and coarse silty,sedementary - limestone,weakly calcareous,unspecified, , , , , , , , , , 
2560,0075305,well drained,fluvial, ,sedementary - siltstone and mudstone, , , , , , , ,terrestrial, , , , 
2561,0075306,well drained,fluvial, ,sedementary - siltstone and mudstone, , , , , , , , , , , , 
2562,0075307,well drained, , ,sedementary - siltstone and mudstone, , , , , , , , , , , , 
2563,0075308,well drained,morainal till, ,sedementary - siltstone and mudstone, , , , , , , ,terrestrial, , , , 
2564,0075309,well drained,morainal till, ,sedementary - shale, , , , , , , , , , , , 
2565,0075310, , , ,sedementary - siltstone and mudstone, , , , , , , , , , , , 
2566,0075311, , , ,sedementary - siltstone and mudstone, , , , , , , , , , , , 
2567,0075312,well drained,morainal till, ,sedementary - shale, , , , , , , ,terrestrial, , , , 
2568,0075313,well drained,morainal till, ,sedementary - shale, , , , , , , ,terrestrial, , , , 
2569,0075314,rapidly drained,fluvio-marine, ,sedementary - slate, , , , , , , ,terrestrial, , , , 
2570,0075316,well drained,fluvio-marine, ,metamorphic - quartzite, , , , , , , ,terrestrial, , , , 
2571,0075317,well drained,morainal till, ,sedementary - shale, , ,morainal till, ,metamorphic - quartzite, , ,terrestrial, , , , 
2572,0075318,imperfectly drained,morainal till, ,sedementary - shale, , , , , , , ,terrestrial, , , , 
2573,0075319,very poorly drained,morainal till, ,sedementary - shale, , , , , , , ,hydromorphic, , , , 
2574,0075320,well drained,fluvio-marine, ,sedementary - shale, , ,fluvio-marine, ,sedementary - limestone, , ,terrestrial, , , , 
2575,0075321,very rapidly drained,morainal till, ,sedementary - siltstone and mudstone, , ,morainal till, ,sedementary - sandstone, , ,terrestrial, , , , 
2576,0075322,well drained,morainal till, ,sedementary - sandstone, , ,morainal till, ,sedementary - limestone, , ,terrestrial, , , , 
2577,0075323,imperfectly drained,morainal till, ,sedementary - sandstone, , , , , , , ,terrestrial, , , , 
2578,0075324,very poorly drained,morainal till, ,organic material - sphagnum peat, , , , , , , , , , , , 
2579,0075326,very poorly drained,morainal till, ,sedementary - siltstone and mudstone, , , , , , , ,hydromorphic, , , , 
2580,0075328,very rapidly drained,morainal till, ,undifferentiated, , ,morainal till, , , , ,terrestrial, , , , 
2581,0075329,well drained,morainal till, ,sedementary - siltstone and mudstone, , ,morainal till, ,metamorphic - quartzite, , ,terrestrial, , , , 
2582,0075330,imperfectly drained,morainal till, ,sedementary - shale, , ,morainal till, ,metamorphic - quartzite, , ,terrestrial, , , , 
2583,0075331,very poorly drained,morainal till, ,sedementary - siltstone and mudstone, , , , , , , ,hydromorphic, , , , 
2584,0075332,well drained,colluvial, ,sedementary - siltstone and mudstone, , , , , , , ,terrestrial, , , , 
2585,0075333,well drained,morainal till, ,sedementary - siltstone and mudstone, , , , , , , ,terrestrial, , , , 
2586,0075334,well drained,morainal till, ,sedementary - shale, , , , , , , ,terrestrial, , , , 
2587,0075335,well drained,morainal till, ,metamorphic - quartzite, , , , , , , ,terrestrial, , , , 
2588,0075336,well drained,morainal till, ,sedementary - limestone, , ,morainal till, , , , ,terrestrial, , , , 
2589,0075337,moderately well drained,morainal till, ,sedementary - siltstone and mudstone, , , , , , , ,terrestrial, , , , 
2590,0075338,well drained,morainal till, ,metamorphic - quartzite, , ,morainal till, ,sedementary - shale, , ,terrestrial, , , , 
2591,0075339,moderately well drained,morainal till, ,sedementary - shale, , , , ,sedementary - slate, , ,terrestrial, , , , 
2592,0075340,very poorly drained,morainal till, ,sedementary - shale, , , , , , , ,terrestrial, , , , 
2593,0075341,well drained,morainal till, ,sedementary - shale, , ,morainal till, , , , ,terrestrial, , , , 
2594,0075343,very poorly drained,morainal till, ,sedementary - shale, , , , , , , ,terrestrial, , , , 
2595,0075346,well drained, , ,sedementary - siltstone and mudstone, , , , , , , ,terrestrial, , , , 
2596,0075347,well drained,morainal till, ,sedementary - sandstone, , ,morainal till, ,metamorphic - quartzite, , ,terrestrial, , , , 
2597,0075348,well drained,morainal till, ,metamorphic - schist and phyllite, , ,morainal till, ,sedementary - slate, , ,terrestrial, , , , 
2598,0075350,well drained,fluvio-marine, ,undifferentiated, , , , , , , ,terrestrial, , , , 
2599,0075352,well drained,morainal till, ,metamorphic - quartzite, , ,morainal till, ,sedementary - slate, , ,terrestrial, , , , 
2600,0075354,well drained,morainal till, ,igneous - coarse basic, , ,morainal till, ,igneous - coarse acidic, , ,terrestrial, , , , 
2601,0075356,imperfectly drained,morainal till, ,sedementary - shale, , ,morainal till, , , , ,terrestrial, , , , 
2602,0075358,moderately well drained,morainal till, ,igneous - unspecified type, , , , , , , ,terrestrial, , , , 
2603,0075372,well drained,morainal till, ,sedementary - shale, , ,morainal till, ,sedementary - slate, , ,terrestrial, , , , 
2604,0075389,well drained,morainal till, ,sedementary - slate, , ,morainal till, ,sedementary - shale, , , , , , , 
2605,0075390,imperfectly drained,fluvial, ,sedementary - siltstone and mudstone, , , , , , , ,terrestrial, , , , 
2606,0075392,imperfectly drained,morainal till, ,sedementary - shale, , ,morainal till, ,metamorphic - quartzite, , ,terrestrial, , , , 
2607,0075393,very poorly drained,morainal till, ,sedementary - shale, , ,morainal till, ,sedementary - slate, , ,hydromorphic, , , , 
2608,0075394,well drained,fluvial, ,sedementary - siltstone and mudstone, , , , , , , ,terrestrial, , , , 
2609,0075395,well drained,morainal till, ,sedementary - slate, , , , , , , ,terrestrial, , , , 
2610,0075396,poorly drained,fluvial, ,sedementary - siltstone and mudstone, , , , , , , ,terrestrial, , , , 
2611,0075409,well drained,morainal till,coarse loamy and coarse silty,sedementary - unspecified type,extremely to strongly acidic, ,morainal till,fine loamy and fine silty,sedementary - unspecified type,extremely to strongly acidic,chemical and physical, , , , , 
2612,0075413,poorly drained,morainal till,coarse loamy and coarse silty,sedementary - unspecified type,extremely to strongly acidic,chemical and physical,morainal till,fine loamy and fine silty,sedementary - unspecified type,extremely to strongly acidic,chemical and physical, , , , , 
2613,0075414,well drained,morainal till,coarse loamy and coarse silty,sedementary - unspecified type,extremely to strongly acidic,chemical and physical,morainal till,fine loamy and fine silty,sedementary - unspecified type,extremely to strongly acidic,chemical and physical, , , , , 
2614,0075416,moderately well drained,morainal till,fine loamy and fine silty,sedementary - unspecified type,extremely to strongly acidic,chemical and physical, , , , , , , , , , 
2615,0075417,imperfectly drained,morainal till,fine loamy and fine silty,sedementary - siltstone and mudstone,extremely to strongly acidic,chemical and physical, , , , , , , , , , 
2616,0075418,imperfectly drained,fluvial,sandy,sedementary - unspecified type,extremely to strongly acidic,chemical and physical,morainal till,fine loamy and fine silty,sedementary - unspecified type,extremely to strongly acidic,chemical and physical, , , , , 
2617,0075420,well drained,morainal till, ,sedementary - shale, , , , , , , , , , , , 
2618,0075421,moderately well drained, , ,sedementary - shale, , , , , , , , , , , , 
2619,0075424,well drained,morainal till, ,sedementary - slate, , ,morainal till, ,sedementary - shale, , ,terrestrial, , , , 
2620,0075428,imperfectly drained,marine,coarse loamy and coarse silty,sedementary - unspecified type,extremely to strongly acidic,chemical and physical,morainal till,fine loamy and fine silty,sedementary - unspecified type,extremely to strongly acidic,chemical and physical, , , , , 
2621,0075430,moderately well drained,morainal till,coarse loamy and coarse silty,sedementary - unspecified type,extremely to strongly acidic,chemical and physical,morainal till,fine loamy and fine silty,sedementary - unspecified type,extremely to strongly acidic,chemical and physical, , , , , 
2622,0075431,poorly drained,glaciomarine,clayey,sedementary - unspecified type,extremely to strongly acidic,chemical and physical, , , , , , , , , , 
2623,0075434,well drained,glacio-fluvial,sandy,sedementary - sandstone,extremely to strongly acidic,unspecified,residual,skeletal,sedementary - sandstone,extremely to strongly acidic,unspecified,terrestrial, , , , 
2624,0075435,moderately well drained,morainal till,clayey,sedementary - shale,extremely to strongly acidic,unspecified, , , , , ,terrestrial, , , , 
