OID_,PEDON_ID,LAYER_ID,U_DEPTH,L_DEPTH,CARB_ORG,CACO3_EQ,PH_H2O,PH_CACL2,EXCH_AL,EXCH_CA,EXCH_H,EXCH_K,EXCH_MG,EXCH_NA,EXCH_PCHRG,CEC,BASE_SATN,X_ACIDITY,NO3,P_INORG,P_ORG,N_TOTAL,AVAIL_K,CALCITE,DOLOMITE
4588,0043763,7,42,60, , , ,7.4, , , , , , , , , , , , , ,9, , , 
4589,0043771,6,62,80, , , ,7.4, , , , , , , ,4.1, , , , , ,9, ,8.9,1.1
4590,0043777,6,45,58,0.6, , ,7.4, , , , , , , ,31, , , , , ,9, ,2.1,1
4591,0043822,3,8,18,1.7, , ,7.4, , , , , , , ,30.2,58, , , , ,0.16, ,1.7,12.8
4592,0043825,3,10,12,0.8, , ,7.4, ,7.6, ,0.3,3.5, , ,12.6,39,1.2, , , ,0.06, , , 
4593,0043825,4,12,22,1, , ,7.4, ,19, ,0.9,10.3, , ,36.3,56,3.7, , , ,0.1, , ,4.7
4594,0043830,3,3,12,2.7, , ,7.4, ,15.5, ,0.6,10.3, , ,33.4,47,3.7, , , ,0.24, ,4.8,16.6
4595,0043836,6,55,65, , , ,7.4, ,15.8, ,0.5,6.3,0.1, ,25.4,47,3.2, , , ,9, , ,3.6
4596,0043847,3,10,30,1.1, , ,7.4, ,13.3, ,1,9.6,0.2, ,30,48,4.5, , , ,0.08, , , 
4597,0043852,1,0,15,4.5, , ,7.4, ,25.1, ,0.2,6.6,0.1, ,35.1,65,2.2, , , ,0.37, , , 
4598,0043852,2,15,41,1.5, , ,7.4, ,17.6, ,0.3,5.6,0.1, ,26.8,42,2.6, , , ,0.13, , , 
4599,0043854,6,80,105, , , ,7.4, , , , , , , ,17.2,40, , , , ,9, ,13.5,10.8
4600,0043864,3,19,30,0.8, , ,7.4, ,20.5, ,0.7,5.2,0.1, ,23.8,48,3.6, , , ,0.09, ,2.3,4.6
4601,0043869,2,10,25,1.1, , ,7.4, ,11.3, ,0.2,2.6,0.2, ,15.5, ,3.1, , , ,0.09, , , 
4602,0043877,6,34,41,0.53, , ,7.4, , , , , , , ,30, , , , , ,0.06, ,10.4,5.7
4603,0043880,6,30,36, , , ,7.4, ,25.8, ,0.8,9.9,0.2, ,34.8,67,3, , , ,9, , , 
4604,0043885,1,-5,0,10.5, , ,7.4, ,40, ,2.6,15.9,0.6, ,63.4, ,6.1, , , ,0.94, , , 
4605,0043888,1,-3,0,20.7, , ,7.4, ,38, ,1.1,4.6, , ,53, ,3.4, , , ,0.69, , , 
4606,0043889,2,20,35,0.3, , ,7.4, ,6.6, ,0.2,1.4, , ,9.8,26,0.6, , , ,0.03, , , 
4607,0043891,3,22,35,1.9, , ,7.4, ,44.8, ,1.1,11, , ,54.1,77,5.1, , , ,0.17, ,3.5,1.9
4608,0043903,4,10,13,1.9, , ,7.4, , , , , , , ,21.1,50, , , , ,0.18, ,0.7,10.5
4609,0043907,2,0,8,7.7, , ,7.4, , , , , , , ,41.2,95, , , , ,0.6, ,1.4,12.5
4610,0043918,4,30,42,0.4, , ,7.4, , , , , , , ,28.9,56, , , , ,0.06, ,0.7,9.3
4611,0043920,2,0,8,3.1, , ,7.4, ,17.8, ,0.7,2.4,0.2, ,22.4,60,2.4, , , ,0.2, , , 
4612,0043920,4,17,45,0.6, , ,7.4, ,16.3, ,0.5,3.2,0.1, ,22.1,40,1, , , ,9, , , 
4613,0043923,6,70,85, , , ,7.4, , , , , , , ,26.8,53, , , , ,9, ,1.8,6.7
4614,0043923,7,85,110, , , ,7.4, , , , , , , ,22.6,54, , , , ,9, ,3.5,9.7
4615,0043925,5,75,130, , , ,7.4, , , , , , , ,13.8,41, , , , ,9, ,7.2,5.9
4616,0043925,6,130,160, , , ,7.4, , , , , , , ,15.6,45, , , , ,9, ,7.3,6.3
4617,0043929,4,37,41,0.4, , ,7.4, ,7, , ,2.4, , ,8.5,28,0.6, , , ,0.03, , , 
4618,0043929,5,41,47, , , ,7.4, ,3, , ,1.6, , ,4.5,24,0.3, , , ,9, , , 
4619,0043930,4,60,100, , , ,7.4, , , , , , , ,4.8,26, , , , ,9, ,4.3,3.7
4620,0043932,7,150,230, , , ,7.4, , , , , , , ,13.2,41, , , , ,9, ,1.9,6.7
4621,0043934,6,97,120, , , ,7.4, , , , , , , ,2.5,25, , , , ,9, ,4.1,3.4
4622,0043936,1,0,15,3.9, , ,7.4, ,26.8, ,0.1,4.8,0.1, ,19.9,94, , , , ,0.3, ,63.4, 
4623,0043936,2,15,30,2.3, , ,7.4, , , , , , , ,13.2,66, , , , ,9, ,63.8, 
4624,0043936,3,30,50, , , ,7.4, , , , , , , ,13.7,57, , , , ,9, ,57.8, 
4625,0043947,3,0,20,2, , ,7.4, , , , , , , ,29.9,46, , , , ,0.11, ,4.2,4.3
4626,0043956,7,43,57,0.4, , ,7.4, , , , , , , ,30.6,69, , , , ,0.06, ,1.9,2.2
4627,0043958,1,0,15,7.66, , ,7.4, ,56, ,1,12,0.3, ,71.7,96,6.5, , , ,0.63, ,0.2,2.1
4628,0043958,2,15,25,8.07, , ,7.4, ,58.3, ,0.5,12.5,0.3, ,73,99,1.3, , , ,0.68, ,0.7,1.2
4629,0043960,1,0,18,4.52, , ,7.4, ,37.4, ,2,4.7,0.3, ,42.7,85,3.3, , , ,0.39, , ,20.8
4630,0043960,2,18,35,1.3, , ,7.4, ,29.2, ,0.7,3.4,0.3, ,30.3,69,1.1, , , ,0.11, ,5.2,12.6
4631,0043960,5,85,87,11.98, , ,7.4, ,62.4, ,1.1,8.6,0.2, ,77.2, ,13.5, , , ,0.81, ,1.6,2.8
4632,0043960,6,87,105, , , ,7.4, ,36.2, ,1,5,0.2, ,36.1,79, , , , ,9, ,9,6.9
4633,0043962,7,105,125, , , ,7.4, ,37.9, ,0.7,4.3,0.4, ,35.1,74, , , , ,9, ,11.3,9.1
4634,0043963,1,0,18,4.32, , ,7.4, ,40.7, ,1.1,4.4,0.2, ,44.2,84, , , , ,0.38, ,3.8,7.3
4635,0043964,7,100, , , , ,7.4, ,35.5, ,0.9,11.3,2.1, ,36.6,84, , , , ,0.07, ,4.5,3.3
4636,0043969,6,96,115, , , ,7.4, ,15, ,0.1,1.1,0.1, ,3.9,34, , , , ,9, ,3.6,13.4
4637,0043973,1,0,14,4.9, , ,7.4, ,27, ,0.8,13.2,0.2, ,41.7,74,2.8, , , ,0.39, ,1.8,2.5
4638,0043979,2,22,45,0.29, , ,7.4, ,4.6, ,0.3,1.2,0.1, ,6,33, , , , ,0.03, , , 
4639,0043979,3,45,60,0.23, , ,7.4, ,4.1, ,0.2,1.1, , ,5.5,33, , , , ,0.02, , , 
4640,0043980,3,25,37,1.2, , ,7.4, ,14.8, ,0.7,9.3,0.1, ,22.4,61,1.2, , , ,0.11, , , 
4641,0043983,5,18,50, , , ,7.4, ,19.1, ,0.2,5.4, , ,16.3,35, , , , ,9, ,12.7,21.9
4642,0043983,6,50,70, , , ,7.4, ,21.8, ,0.1,2.7, , ,6.2,27, , , , ,9, ,11.7,30.6
4643,0043985,3,15,20,2.3, , ,7.4, ,18, ,0.9,3, , ,29.5,47,1.9, , , ,0.2, ,9.6,12.6
4644,0043986,3,14,20, , , ,7.4, ,8.1, ,0.8,0.4,0.1, ,4.1,24, , , , ,9, , ,29.1
4645,0043988,2,0,12,3.7, , ,7.4, ,17, ,0.3,17.1,1.8, ,39.2,61,3.6, , , ,0.44, ,0.2,2
4646,0043988,3,12,20,1.9, , ,7.4, ,12.1, ,0.3,13.3,2.8, ,23.9,40, , , , ,0.15, , ,8.7
4647,0043990,5,45,68, , , ,7.4, ,10.4, ,0.1,0.9,0.1, ,4.6,25, , , , ,9, ,8,10.9
4648,0043990,6,68,75, , , ,7.4, ,20.2, ,0.3,3.3,0.2, ,15.9,47, , , , ,9, ,18.3,8.7
4649,0043992,4,18,35,1.5, , ,7.4, ,17.4, ,0.1,3.5,0.1, ,16.2,43, , , , ,0.18, ,9.8,11.9
4650,0043993,6,75,100, , , ,7.4, ,20, ,0.2,4.8,0.1, ,13.3,40, , , , ,9, ,12.2,20.9
4651,0043995,5,65,77,2.6, , ,7.4, ,26.5, ,0.2,5.4,0.1, ,24,49, , , , ,0.22, ,14.2, 
4652,0043995,6,77,100, , , ,7.4, ,15.9, ,0.1,1.6,0.1, ,6.7,31, , , , ,9, ,30.8, 
4653,0043995,7,100,105, , , ,7.4, ,7.4, ,0.2,1.2,0.1, ,6.9,23, , , , ,9, ,2.5,10.9
4654,0043998,3,40,60,0.91, , ,7.4, ,35, ,1,8.8,0.1, ,36.6,67, , , , ,0.09, ,8.1,8
4655,0043999,4,70,90,8.7, , ,7.4, ,340, ,3.1,5.3,0.9, ,19.5,110, , , , ,0.61, ,20.7, 
4656,0043999,5,90,120,1.8, , ,7.4, ,106, ,1.3,3.6,0.6, ,22.5,73, , , , ,0.17, ,18.2, 
4657,0043999,6,120,130, , , ,7.4, ,20.4, ,0.6,2.6,0.3, ,9.4,55, , , , ,9, ,88.8, 
4658,0044001,5,57,80, , , ,7.4, ,12.4, ,0.3,1.3,0.1, ,8,28, , , , ,9, ,6.9,6.4
4659,0044002,5,30,85, , , ,7.4, ,18.4, ,0.4,1.9,0.3, ,7.7,34, , , , ,9, ,11.6,12.7
4660,0044002,6,85,100, , , ,7.4, ,11.4, ,0.6,1,0.6, ,5.4,33, , , , ,9, ,12.8,10.8
4661,0044009,4,35,60, , , ,7.4, ,26.2, ,0.6,3.7,0.1, ,19,38, , , , ,9, ,11.1,5.7
4662,0044010,5,58,70, , , ,7.4, ,20.1, ,0.2,3.9,0.2, ,19.4,41, , , , ,9, ,6.4,6.5
4663,0044021,3,20,33,0.94, , ,7.4, ,12.1, ,0.1,4.1,0.1, ,15.3,32,0.6, , , ,0.07, , ,7.6
4664,0044027,1,-5,0,6.6, , ,7.4, ,45.5, ,1,11.1,0.2, ,36.9,92,1, , , ,0.62, , , 
4665,0044027,5,40,50, , , ,7.4, ,1.9, , ,0.1,0.1, , ,24, , , , ,9, ,1.2,8
4666,0044041,3,70,85,0.22, , ,7.4, ,11, ,0.2,1,0.2, ,5.7,23,0.5, , , ,0.03, , , 
4667,0044041,6,130,205, , , ,7.4, ,37.9, ,1.1,11.3,0.1, ,35.2,64, , , , ,9, ,7.2,6.1
4668,0044042,1,0,15,7.97, , ,7.4, ,39.6, ,0.8,19.8,0.2, ,56.2,78,3.9, , , ,0.6, ,1.2,1.1
4669,0044054,4,40,50,0.59, , ,7.4, ,16.2, ,0.3,5.2, , ,16.7,30, , , , ,0.06, ,0.4,1.4
4670,0044062,3,40,63,1.35, , ,7.4, ,16.2, ,0.7,7.6, , ,26.2,44,1.5, , , ,0.14, , , 
4671,0044064,4,52,64,0.77, , ,7.4, ,17.2, ,0.6,9.7,0.2, ,25.6,47, , , , ,0.08, ,0.8,5.6
4672,0044072,2,18,28,1.28, , ,7.4, ,12.5, ,0.2,2.1, , ,14,37,0.2, , , ,0.1, , , 
4673,0044099,5,7,25,0.36, , ,7.4, ,13.8, ,0.2,10.6,0.1, ,25,40, , , , ,0.03, , ,8.2
4674,0044116,7,68,136, , , ,7.4, ,1.6, , ,0.3, , ,2.5,22, , , , ,9, , , 
4675,0044130,8,47,63, , , ,7.4, ,15.2, ,0.1,18.9,0.4, ,33.1,63, , , , ,9, , ,11.9
4676,0044132,6,76,83,0.29, , ,7.4, , , , , , , ,7.7,28.8, , , , ,0.03, ,6.1,4.8
4677,0044132,7,83,90,2.11, , ,7.4, , , , , , , ,36.1,70.7, , , , ,0.18, ,4,4.6
4678,0044133,3,48,55, , , ,7.4, , , , , , , ,7,27, , , , ,9, ,3.9,8.1
4679,0044134,2,35,60,0.58, , ,7.4, ,9.9, ,0.2,2.1, , ,12.5,35.9,0.9, , , ,0.07, , , 
4680,0044135,1,0,20,2.79, , ,7.4, , , , , , , ,34.7,52.6, , , , ,0.23, ,45.4, 
4681,0044135,2,20,30,0.99, , ,7.4, , , , , , , ,18.1,63.1, , , , ,0.11, ,65.7, 
4682,0044135,4,52,75, , , ,7.4, , , , , , , ,7.4,20.8, , , , ,9, ,10.7,17
4683,0044136,3,40,60, , , ,7.4, , , , , , , ,23.2,43.3, , , , ,9, ,9.6,6.9
4684,0044136,4,60,95, , , ,7.4, , , , , , , ,30.4,59, , , , ,9, ,15.3,10.4
4685,0044140,5,60,100, , , ,7.4, ,39.2, ,0.1,1.3,0.1, ,5.2,21.7, , , , ,9, ,4.3,7.1
4686,0044144,6,65,80, , , ,7.4, , , , , , , ,13.1,44.5, , , , ,9, ,17,27.3
4687,0044145,2,0,30,2.97, , ,7.4, ,13.9, ,0.5,2.7, , ,20.4,38.4,2, , , ,0.17, , , 
4688,0044146,5,70,80, , , ,7.4, , , , , , , ,9.6,26.9, , , , ,9, ,0.9,1.4
4689,0044146,6,80,110, , , ,7.4, , , , , , , ,13.8,38.2, , , , ,9, ,5,4.9
4690,0044153,2,10,32,0.22, , ,7.4, ,3.2, ,0.1,0.5, , ,6.2,20.8, , , , ,0.03, , , 
4691,0044157,4,55,65, , , ,7.4, ,14.3, ,0.5,10.1,2.6, ,6.5,30.6, , , , ,9, ,16.9,1.4
4692,0044158,2,10,23,0.38, , ,7.4, ,4.4, ,0.1,0.7,0.1, ,6.5,21.9, , , , ,0.04, , , 
4693,0044160,2,15,65,2.19, , ,7.4, ,17.8, ,0.1,5.1,0.3, ,8.9,41.5, , , , ,0.16, ,15.1,2.5
4694,0044160,3,65,85,0.5, , ,7.4, ,15.9, ,0.7,32.4,1.8, ,6.8,28.4, , , , ,0.04, ,15.5,1.9
4695,0044164,4,110,150, , , ,7.4, ,3, , ,0.8, , ,3.2,28.5, , , , ,9, , , 
4696,0044165,5,120,150, , , ,7.4, ,7.6, , ,1, , ,3.9,23, , , , ,9, ,1.4,1.6
4697,0044169,3,30,45,0.3, , ,7.4, ,13.8, ,0.2,3.8,0.1, ,19.9,40.8,1.8, , , ,0.07, , , 
4698,0044171,6,60,70, , , ,7.4, ,23, ,0.5,7.9,0.3, ,30,58.3, , , , ,9, ,0.8,4.7
4699,0044175,3,25,50,8.92, , ,7.4, , , , , , , ,32.6, , , , , ,0.57, ,4.7,10.2
4700,0044175,4,50,65,11.67, , ,7.4, , , , , , , ,37.5, , , , , ,0.76, ,15.3,6.9
4701,0044176,5,38,66,0.22, , ,7.4, ,9.8, ,0.2,3.1,0.1, ,16,35,1.6, , , ,0.06, , , 
4702,0044177,2,10,25,0.32, , ,7.4, ,21.2, ,0.6,6,0.1, ,26,20.7,2.8, , , ,0.09, , ,2.4
4703,0044179,4,33,55,0.11, , ,7.4, ,6.9, ,0.3,1.4,0.1, ,9.7,28,1, , , ,0.03, , , 
4704,0044181,1,0,16,1.98, , ,7.4, ,14.9, ,0.3,2.5, , ,18.2,33.3,1.5, , , ,0.16, , , 
4705,0044182,3,24,45,0.31, , ,7.4, ,11, ,0.4,3.5,0.1, ,16.8,25.7,1, , , ,0.04, , , 
4706,0044200,3,3,22,0.56, , ,7.4, ,8.4, ,0.1,0.7, , ,6.2,29.1, , , , ,0.06, ,0.9,0.5
4707,0044201,6,90, , , , ,7.4, ,6.7, , ,1.6, , ,4.5,29, , , , ,9, , ,2.3
4708,0044202,2,22,62, , , ,7.4, ,25.7, ,0.6,10,0.2, ,36.9,67.9,0.5, , , ,9, , ,5.8
4709,0044205,3,65,96, , , ,7.4, ,5.7, ,0.1,0.3, , ,3.3,23, , , , ,9, ,3.7,4
4710,0044207,7,20,50, , , ,7.4, ,27.5, ,0.4,5.2,0.2, ,28.7,66, , , , ,9, ,14.3,1.4
4711,0044207,8,50,60, , , ,7.4, ,26.3, ,0.4,5.1,0.1, ,28,62.8, , , , ,9, ,12.8,5.1
4712,0044208,8,200,230, , , ,7.4, ,33.9, ,0.5,5.3,0.1, ,31.4,77.8, , , , ,9, ,14.7, 
4713,0044209,10,150,175, , , ,7.4, ,32.4, ,0.5,6.4,0.2, ,30.1,77.1, , , , ,9, ,12.9,2.5
4714,0044209,8,75,125, , , ,7.4, ,23.7, ,0.6,7.3,0.1, ,32,73, , , , ,9, ,0.6,3.5
4715,0044209,9,125,150, , , ,7.4, ,31.3, ,0.7,6.7,0.3, ,31.9,77.1, , , , ,9, ,10.3,1.2
4716,0044210,10,100,120, , , ,7.4, ,32.2, ,0.7,5.3,0.2, , ,77.5, , , , ,9, ,16.1, 
4717,0044210,9,60,100, , , ,7.4, ,32, ,0.5,5.6,0.1, ,30,72.6, , , , ,9, ,13.4, 
4718,0044242,6,63,87,0.27, , ,7.4, ,12, ,1.1,8.9,0.2, ,23.7,55,3, , , ,0.04, , , 
4719,0044247,1,0,15,3.6, , ,7.4, ,23.2, ,0.9,5.2,0.1, ,32.8,57,6.5, , , ,0.3, , , 
4720,0044257,1,0,18,1.36, , ,7.4, ,15.6, ,0.1,2.2, , ,11.2,28.9, , , , ,0.09, ,0.8,1.3
4721,0044261,1,-1,0,4.62, , ,7.4, ,18.8, ,1.1,3.8,0.1, ,23.1, , , , , ,0.24, ,3,13.2
4722,0044267,1,-1,0,5.78, , ,7.4, ,17.9, ,0.6,3.9,0.1, ,26.3,73.5,3, , , ,0.34, , , 
4723,0044267,4,20,26,0.29, , ,7.4, ,11.9, ,1.1,2.8, , ,15.4,33.3, , , , ,0.06, , ,3.9
4724,0044272,2,0,14,3.21, , ,7.4, ,27.9, ,0.1,9.5,0.1, ,32.8,68.4, , , , ,0.36, ,1.3,1.5
4725,0044273,5,75,90,0.4, , ,7.4, ,24.2, ,0.7,4.6,0.2, ,21.3,40.9, , , , ,9, ,6.1,5.6
4726,0044280,3,40,55,0.21, , ,7.4, ,4.1, , ,1.4,0.1, ,6.4,32,1.4, , , ,0.02, , , 
4727,0044290,1,0,17,2.85, , ,7.4, ,20.2, ,0.9,5.8,0.3, ,30.9,59.1,2.8, , , ,0.15, , , 
4728,0044291,1,0,20,0.42, , ,7.4, ,9.6, ,0.5,1.5,0.1, ,13.1,32.5,1.2, , , ,0.07, , , 
4729,0044294,3,22,30,0.4, , ,7.4, ,30.9, ,0.4,3.3,0.1, ,15.4,43.8, , , , ,0.08, ,8,6
4730,0044298,4,32,58,0.33, , ,7.4, ,16, ,1.1,5.8,0.1, ,28.9,53.5,4.2, , , ,0.06, , , 
4731,0044300,7,94,105, , , ,7.4, ,18.6, ,1.1,6.9,0.5, ,31.6,53.5,3.6, , , ,9, ,0.9,2.6
4732,0044306,4,33,55,1.42, , ,7.4, ,25.6, ,1,4.2,1.2, ,35.7,58,3.4, , , ,0.12, , , 
4733,0044313,5,48,64,0.38, , ,7.4, ,18.4, ,0.6,6.7,0.1, ,24.6,50.2, , , , ,0.05, ,2.3,7.4
4734,0044314,4,44,58,0.69, , ,7.4, ,16.2, ,0.5,5.9,0.1, ,22.4,48.1, , , , ,0.06, ,2.6,2.6
4735,0044315,5,55,65,0.69, , ,7.4, ,20.1, ,1.1,6.2,0.3, ,31.9,57.1,3.8, , , ,0.07, ,1.4,2.5
4736,0044318,2,15,35,4.93, , ,7.4, ,26.9, ,0.8,7.9,0.2, ,42.5,67.5,4.4, , , ,0.34, , , 
4737,0044320,5,68,77, , , ,7.4, ,77.5, ,0.3,8.3,2, ,25.9,80, , , , ,9, ,0.2,0.5
4738,0044328,4,28,45, , , ,7.4, ,5.3, , ,0.7,0.1, ,7.4,24.8,0.5, , , ,9, , , 
4739,0044331,3,10,15,1.27, , ,7.4, ,8.5, ,0.3,2.7,0.2, ,12.3,37,1, , , ,0.17, , , 
4740,0044333,1,0,15,10.42, , ,7.4, ,39.6, ,1,9.4,0.1, ,56,95.1,4.4, , , ,0.57, , , 
4741,0044338,2,20,37,4.18, , ,7.4, ,23.2, ,0.2,6.5,0.1, ,33.8,56.7,3.3, , , ,0.29, , , 
4742,0044338,4,47,72,0.46, , ,7.4, ,8.3, ,0.2,4.2,0.1, ,15,36.8,2, , , ,0.02, , , 
4743,0044346,1,0,15,5.99, , ,7.4, ,31.2, ,0.5,7,0.1, ,40.6,71.3,3.4, , , ,0.56, , ,6
4744,0044355,2,10,30,1.48, , ,7.4, ,10.8, ,0.7,24.2,5, ,47.9,87.6,5.1, , , ,9, , , 
4745,0044355,3,30,55,0.49, , ,7.4, ,33.7, ,0.5,16.3,4.9, ,50.8,80.2,4.8, , , ,9, , , 
4746,0044365,2,-26,-18,22.54, , ,7.4, ,82.1, ,1.4,14.1,2.7, ,79.8, ,7.8, , , ,1.53, ,0.3,1.1
4747,0044375,5,62,70,0.61, , ,7.4, ,17.7, ,0.6,4,0.2, ,20,47, , , , ,0.06, ,10.4,14.6
4748,0044375,6,70,88,0.51, , ,7.4, ,16.2, ,0.6,4.2,0.1, ,18,47.4, , , , ,0.06, ,7.9,11.7
4749,0044377,2,12,27,0.83, , ,7.4, ,6, ,0.1,1.8,0.1, ,7.3,25.7, , , , ,0.06, ,0.8,7.3
4750,0044386,4,12,30, , , ,7.4, ,24.1, ,0.5,4.1,0.1, ,19.5, , , , , ,9, ,5,2.3
4751,0054513,2,13,25,0.58, , ,7.4, , , , , , , , , , , , , ,9, , , 
4752,0054513,3,25,33,0.23, , ,7.4, , , , , , , , , , , , , ,9, , , 
4753,0054513,4,33,45,0.41, , ,7.4, , , , , , , , , , , , , ,9, , , 
4754,0054513,6,58, ,0.17, , ,7.4, , , , , , , , , , , , , ,9, , , 
4755,0054517,1,0,15,1.86, , ,7.4, , , , , , , , , , , , , ,0.37, , , 
4756,0054517,4,48,68,0.35, , ,7.4, , , , , , , , , , , , , ,0.02, , , 
4757,0054517,5,68,78,0.47, , ,7.4, , , , , , , , , , , , , ,1.92, , , 
4758,0054522,7,78,88,0.12, , ,7.4, , , , , , , , , , , , , ,9, , , 
4759,0054525,1,0,28,2.04, , ,7.4, , , , , , , , , , , , , ,9, , , 
4760,0054525,4,48,78,0.29, , ,7.4, , , , , , , , , , , , , ,9, , , 
4761,0054526,1,0,13,1.45, , ,7.4, , , , , , , , , , , , , ,9, , , 
4762,0054527,1,0,23,2.56, , ,7.4, , , , , , , , , , , , , ,9, , , 
4763,0054527,2,23,43,0.47, , ,7.4, , , , , , , , , , , , , ,9, , , 
4764,0054527,3,43,63,0.17, , ,7.4, , , , , , , , , , , , , ,9, , , 
4765,0054530,1,0,18,1.45, , ,7.4, , , , , , , , , , , , , ,9, , , 
4766,0054530,4,63,73,0.29, , ,7.4, , , , , , , , , , , , , ,9, , , 
4767,0054532,1,0,30,2.74, , ,7.4, , , , , , , , , , , , , ,9, , , 
4768,0054532,2,30,48,0.76, , ,7.4, , , , , , , , , , , , , ,9, , , 
4769,0054533,4,50, ,0.29, , ,7.4, , , , , , , , , , , , , ,9, , , 
4770,0054538,6,55,95,0.35, , ,7.4, , , , , , , , , , , , , ,9, , , 
4771,0054542,4,48,60,0.74, , ,7.4, , , , , , , , , , , , , ,9, , , 
4772,0054543,4,55,68,0.12, , ,7.4, , , , , , , , , , , , , ,9, , , 
4773,0054546,5,63,73, , , ,7.4, , , , , , , , , , , , , ,9, , , 
4774,0054557,3,28,70,0.06, , ,7.4, , , , , , , , , , , , , ,9, , , 
4775,0054558,4,75, ,0.12, , ,7.4, , , , , , , , , , , , , ,9, , , 
4776,0054561,2,30,45,1.51, , ,7.4, , , , , , , , , , , , , ,9, , , 
4777,0054561,3,45,63,1.8, , ,7.4, , , , , , , , , , , , , ,9, , , 
4778,0054562,5,75,90,1.28, , ,7.4, , , , , , , , , , , , , ,9, , , 
4779,0054564,1,0,23,2.09, , ,7.4, , , , , , , , , , , , , ,9, , , 
4780,0054564,2,23,45,1.16, , ,7.4, , , , , , , , , , , , , ,9, , , 
4781,0054604,6,70,85,0.1, , ,7.4, ,21.5, ,0.2,1.1, , , , , , , , , , , , 
4782,0054608,3,26,29,0.7, , ,7.4, ,11.5, ,0.3,5.3, , , , , , , , ,0.1, , , 
4783,0054640,3,36,48,0.47, ,7.7,7.4, ,15, ,0.3,0.8, , ,34.8, , , ,5, ,9, , , 
4784,0054642,3,30,40,0.59, ,7.8,7.4, ,19.3, ,0.2,4.1, , ,20.9, , , ,2, ,9, , , 
4785,0054643,3,50,64,0.51, ,7.8,7.4, ,26, , ,1.6, , ,40, , , ,4, ,9, , , 
4786,0054648,5,60,85,0.29, ,7.7,7.4, ,23.9, , ,1.6, , ,31.2, , , ,1, ,9, , , 
4787,0054649,5,90, ,0.23, ,8,7.4, ,31.9, ,0.2,1.6, , ,21.9, , , ,2, ,9, , , 
4788,0054653,2,23,33,0.34, ,7.7,7.4, ,11, ,0.1,1.6, , ,17, , , ,2, ,9, , , 
4789,0054656,5,90,130,0.1, ,8,7.4, ,27, , ,0.6, , ,3.4, , , ,3, ,9, , , 
4790,0054662,4,100,120,0.12, ,8,7.4, ,20, ,0.4,1.6, , , , , , ,10, ,9, , , 
4791,0054662,5,120, ,0.06, ,8,7.4, ,17, ,0.1,0.5, , , , , , ,2, ,9, ,23.2,15.1
4792,0054666,3,38,63,0.41, ,7.6,7.4, ,18.5, , ,1.6, , ,34.4, , , ,5, ,9, , , 
4793,0054683,4,35,70,0.29, ,7.8,7.4, ,14, ,0.2,1.7, , ,22.3, , , ,4, ,9, , , 
4794,0054684,4,55, ,0.23, ,8,7.4, ,31.3, ,0.1,1.7, , , , , , ,1, ,9, ,17.6,9.6
4795,0054691,5,90, ,0.12, ,8,7.4, ,25, ,0.2,1.6, , , , , , ,11, ,9, ,15.5,11.4
4796,0054697,4,47,52,0.65, ,7.7,7.4, ,21.3, ,0.4,5.1, , , , , , ,2, ,9, , , 
4797,0054719,3,75,100,0.35, ,7.7,7.4, ,17.3, ,0.2,5.3, , , , , , ,1, ,9, , , 
4798,0054728,1,0,20,1.94, ,7.7,7.4, ,24.9, ,0.2,4.4, , , , , , ,13, ,9, , , 
4799,0054747,1,0,35,4.7, ,8,7.4, ,22, ,0.1,1.4, , ,37.7, , , ,2, ,9, , , 
4800,0054747,2,35,40,0.24, ,7.9,7.4, ,13, , ,0.9, , ,6.1, , , ,2, ,9, , , 
4801,0054754,5,101,210,1.33, , ,7.4, , , , , , , , , , , , , ,0.19, , , 
4802,0054757,9,525,550,2.25, , ,7.4, , , , , , , , , , , , , ,0.21, , , 
4803,0054886,4,84, , , , ,7.4, ,38.7, ,0.6,3.9,1.2, , , , , , , ,9, ,12.8,5.1
4804,0054887,2,32,40,1.26, ,7.7,7.4, ,9.5, ,0.1,1.5,0.3, ,20.4, , , ,2, ,9, , , 
4805,0054888,4,25,45,0.12, ,8,7.4, ,6.5, ,0.1,0.5,0.2, ,11.3, , , ,19, ,9, , , 
4806,0054889,5,94, , , ,8,7.4, ,19, , ,0.6,0.2, ,4.4, , , ,1, ,9, ,13.5,6.6
4807,0054891,5,65,100,0.08, ,7.7,7.4, ,18, , ,0.6,0.2, ,2.5, , , ,1, ,9, ,15.2,10
4808,0054891,6,100, ,0.16, ,7.6,7.4, ,18, , ,0.6,0.2, ,2.4, , , ,1, ,9, ,14.8,8.8
4809,0054892,1,0,15,3.82, ,7.6,7.4, ,18.5, ,0.3,1.6,0.2, , , , , ,3, ,9, , , 
4810,0054893,2,16,24,0.24, ,7.9,7.4, ,7, ,0.1, ,0.3, ,10.9, , , ,3, ,9, , , 
4811,0054895,1,0,25,0.49, ,7.8,7.4, ,13.8, ,0.2,0.5,0.3, ,10.4, , , ,23, ,9, , , 
4812,0054895,5,100,118,0.12, ,8,7.4, ,3.6, ,0.2,0.4,0.2, ,9.3, , , ,8, ,9, , , 
4813,0054936,4,75, , , ,8.1,7.4, , , , , , , , , , , , , ,9, , , 
4814,0054965,2,48,90,0.2, ,7.8,7.4, ,25.5, ,0.3,5.3,0.3, ,28.3, , , ,2, ,9, , , 
